"X","id","Gender","Customer.Type","Age","Type.of.Travel","Class","Flight.Distance","Inflight.wifi.service","Departure.Arrival.time.convenient","Ease.of.Online.booking","Gate.location","Food.and.drink","Online.boarding","Seat.comfort","Inflight.entertainment","On.board.service","Leg.room.service","Baggage.handling","Checkin.service","Inflight.service","Cleanliness","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","satisfaction"
69669,117702,"Female","disloyal Customer",23,"Business travel","Eco",2075,2,2,2,3,4,2,4,4,4,3,3,1,4,4,0,0,"neutral or dissatisfied"
56452,103610,"Female","Loyal Customer",30,"Personal Travel","Business",405,1,4,1,4,3,1,3,3,2,2,3,4,4,3,0,0,"neutral or dissatisfied"
98333,92047,"Male","disloyal Customer",30,"Business travel","Business",1535,2,2,2,1,2,2,2,2,5,2,4,4,5,2,17,9,"neutral or dissatisfied"
12527,58921,"Male","Loyal Customer",22,"Personal Travel","Eco",888,2,5,2,5,3,2,1,3,5,3,2,3,4,3,44,41,"neutral or dissatisfied"
4223,124820,"Male","Loyal Customer",39,"Business travel","Business",280,3,3,3,3,1,3,2,3,3,3,3,4,3,2,0,0,"neutral or dissatisfied"
45918,36535,"Female","disloyal Customer",19,"Business travel","Eco",1121,1,1,1,1,5,1,5,5,1,3,4,2,1,5,0,0,"neutral or dissatisfied"
101648,6452,"Female","disloyal Customer",49,"Business travel","Business",296,4,4,4,1,4,4,4,4,5,5,4,5,4,4,12,17,"satisfied"
3959,52270,"Male","Loyal Customer",36,"Business travel","Eco",509,4,5,5,5,4,4,4,4,4,3,4,3,3,4,0,2,"neutral or dissatisfied"
87016,1966,"Male","Loyal Customer",36,"Business travel","Eco",383,2,4,4,4,2,2,2,2,5,2,3,4,2,2,2,NA,"satisfied"
56,78972,"Female","Loyal Customer",57,"Business travel","Business",2496,0,0,0,1,3,4,5,5,5,5,5,4,5,5,0,5,"satisfied"
21669,107162,"Female","Loyal Customer",58,"Business travel","Eco",668,1,3,3,3,5,4,4,1,1,1,1,4,1,4,0,0,"neutral or dissatisfied"
25117,74940,"Female","disloyal Customer",34,"Business travel","Eco",1405,2,2,2,4,5,2,2,5,3,3,2,4,4,5,1,0,"neutral or dissatisfied"
66751,74959,"Male","Loyal Customer",23,"Business travel","Business",2831,3,1,3,1,3,3,3,3,4,4,3,1,4,3,0,0,"neutral or dissatisfied"
33684,18064,"Female","disloyal Customer",23,"Business travel","Eco",605,1,1,1,3,2,1,2,2,2,2,4,2,3,2,0,0,"neutral or dissatisfied"
98972,23493,"Male","Loyal Customer",61,"Business travel","Business",2784,1,1,1,1,2,5,5,4,4,5,4,5,4,3,56,79,"satisfied"
3199,116176,"Female","Loyal Customer",52,"Personal Travel","Eco",337,1,3,1,1,2,2,3,1,1,1,1,2,1,5,18,6,"neutral or dissatisfied"
68955,40932,"Female","Loyal Customer",25,"Business travel","Eco Plus",599,2,4,4,4,2,2,3,2,1,5,4,4,4,2,37,37,"neutral or dissatisfied"
8093,106346,"Female","disloyal Customer",41,"Business travel","Business",488,2,1,1,4,4,4,4,4,4,5,3,2,4,4,18,13,"neutral or dissatisfied"
8049,80429,"Female","Loyal Customer",34,"Business travel","Business",2248,2,2,2,2,4,1,2,5,5,5,5,4,5,4,0,0,"satisfied"
32362,71233,"Female","disloyal Customer",21,"Business travel","Business",733,1,1,2,4,2,2,2,2,3,4,3,3,3,2,0,0,"neutral or dissatisfied"
93687,100359,"Male","Loyal Customer",70,"Personal Travel","Eco",1052,1,3,1,2,3,1,5,3,3,3,3,4,1,3,0,0,"neutral or dissatisfied"
84004,14344,"Female","Loyal Customer",11,"Personal Travel","Eco",429,2,3,2,4,1,2,1,1,1,5,3,1,4,1,29,28,"neutral or dissatisfied"
83888,48827,"Female","Loyal Customer",34,"Personal Travel","Business",372,2,0,2,2,3,5,5,4,4,2,4,5,4,5,44,42,"neutral or dissatisfied"
6003,95122,"Male","Loyal Customer",50,"Personal Travel","Eco",319,2,2,2,3,1,2,1,1,3,3,3,3,4,1,0,0,"neutral or dissatisfied"
16667,93168,"Female","Loyal Customer",13,"Personal Travel","Eco",1075,3,4,3,3,2,3,2,2,3,4,5,3,5,2,0,0,"neutral or dissatisfied"
75300,126499,"Female","Loyal Customer",13,"Personal Travel","Eco",1849,5,4,5,2,1,5,1,1,1,4,4,4,2,1,0,0,"satisfied"
60736,46115,"Female","Loyal Customer",26,"Personal Travel","Eco Plus",1201,3,1,4,2,1,4,1,1,4,5,2,3,3,1,0,0,"neutral or dissatisfied"
43395,46763,"Male","Loyal Customer",48,"Business travel","Eco Plus",125,2,4,4,4,2,2,2,2,1,1,4,4,4,2,0,16,"neutral or dissatisfied"
86268,81423,"Male","Loyal Customer",51,"Business travel","Business",2359,3,3,3,3,4,5,5,3,3,3,3,3,3,4,0,0,"satisfied"
71414,26269,"Female","Loyal Customer",31,"Business travel","Business",1922,2,1,3,1,2,2,2,2,2,3,4,3,3,2,13,2,"neutral or dissatisfied"
54676,60113,"Male","Loyal Customer",60,"Business travel","Business",1120,3,3,3,3,5,4,5,4,4,4,4,5,4,4,0,0,"satisfied"
73455,50876,"Female","Loyal Customer",66,"Personal Travel","Eco",373,2,1,2,3,1,4,4,2,2,2,2,4,2,1,0,0,"neutral or dissatisfied"
7271,116582,"Male","Loyal Customer",54,"Business travel","Business",1855,4,4,4,4,2,4,4,4,4,4,4,4,4,4,1,0,"satisfied"
25365,87560,"Male","Loyal Customer",43,"Business travel","Eco",432,1,2,2,2,1,1,1,1,3,5,4,1,3,1,19,22,"neutral or dissatisfied"
12132,30650,"Male","disloyal Customer",23,"Business travel","Eco",133,2,2,2,3,4,2,4,4,4,5,4,3,4,4,0,0,"neutral or dissatisfied"
38734,21832,"Female","Loyal Customer",40,"Personal Travel","Eco",640,3,4,3,1,3,3,3,3,4,5,4,4,4,3,42,31,"neutral or dissatisfied"
55379,97995,"Female","Loyal Customer",23,"Business travel","Business",612,5,3,5,5,5,5,5,5,5,4,5,4,4,5,29,26,"satisfied"
9398,122306,"Female","Loyal Customer",46,"Personal Travel","Eco",544,4,5,4,2,1,1,3,4,4,4,4,5,4,4,0,0,"neutral or dissatisfied"
52861,96318,"Female","Loyal Customer",23,"Personal Travel","Eco Plus",546,1,5,1,3,2,1,2,2,4,1,1,1,2,2,0,0,"neutral or dissatisfied"
64630,96189,"Male","Loyal Customer",27,"Business travel","Business",786,5,5,5,5,3,3,3,3,5,2,4,4,4,3,0,5,"satisfied"
88613,2573,"Female","Loyal Customer",53,"Business travel","Business",3106,1,3,3,3,2,3,2,2,2,2,1,2,2,1,0,0,"neutral or dissatisfied"
64920,105055,"Male","Loyal Customer",50,"Personal Travel","Eco",361,4,5,4,3,4,4,4,4,5,2,5,5,5,4,0,0,"neutral or dissatisfied"
50605,86198,"Female","disloyal Customer",33,"Business travel","Eco",356,2,4,2,3,4,2,4,4,2,5,3,2,4,4,40,35,"neutral or dissatisfied"
2138,71880,"Female","Loyal Customer",29,"Personal Travel","Eco",1846,3,4,3,4,4,3,4,4,3,2,4,1,4,4,0,7,"neutral or dissatisfied"
62844,29817,"Female","disloyal Customer",27,"Business travel","Eco",261,2,0,2,2,3,2,2,3,4,2,2,5,1,3,0,0,"neutral or dissatisfied"
33134,21787,"Female","Loyal Customer",46,"Business travel","Business",2395,5,5,5,5,2,5,1,5,5,5,5,4,5,5,0,0,"satisfied"
29603,96390,"Female","Loyal Customer",30,"Business travel","Business",1342,2,2,2,2,5,5,5,5,3,5,5,3,4,5,41,31,"satisfied"
45710,40229,"Male","disloyal Customer",36,"Business travel","Eco",402,4,0,4,2,1,4,1,1,4,5,2,4,5,1,0,0,"neutral or dissatisfied"
57600,10969,"Male","disloyal Customer",25,"Business travel","Eco",163,3,0,3,4,3,3,3,3,5,5,5,4,4,3,0,0,"neutral or dissatisfied"
24683,118748,"Male","Loyal Customer",19,"Personal Travel","Eco",304,4,4,4,3,1,4,1,1,3,5,5,3,5,1,14,9,"neutral or dissatisfied"
67195,85811,"Female","Loyal Customer",7,"Personal Travel","Eco",620,3,2,3,1,3,3,3,3,1,4,1,3,2,3,1,0,"neutral or dissatisfied"
41537,52560,"Female","Loyal Customer",38,"Business travel","Eco",160,4,5,3,5,4,4,4,4,2,3,4,5,3,4,0,2,"satisfied"
98035,42950,"Male","Loyal Customer",32,"Business travel","Business",3985,0,0,0,4,3,3,3,3,2,3,2,2,4,3,0,0,"satisfied"
75456,8253,"Female","Loyal Customer",11,"Personal Travel","Eco",335,3,5,3,3,1,3,1,1,5,4,5,4,4,1,18,22,"neutral or dissatisfied"
2746,13977,"Female","Loyal Customer",28,"Personal Travel","Eco Plus",192,2,4,0,2,2,0,2,2,4,3,4,3,5,2,0,0,"neutral or dissatisfied"
81584,28235,"Male","disloyal Customer",10,"Business travel","Eco",1009,2,3,3,3,3,3,3,3,4,2,2,1,3,3,0,0,"neutral or dissatisfied"
11378,16176,"Male","Loyal Customer",28,"Business travel","Business",277,5,5,5,5,5,5,5,5,1,3,1,1,1,5,0,0,"satisfied"
97729,36183,"Male","Loyal Customer",49,"Business travel","Eco Plus",1674,2,2,1,2,2,2,2,2,1,5,2,4,3,2,0,0,"neutral or dissatisfied"
102856,122282,"Female","Loyal Customer",62,"Personal Travel","Eco",541,2,1,2,2,1,2,3,4,4,2,4,1,4,1,21,1,"neutral or dissatisfied"
3676,539,"Female","Loyal Customer",46,"Business travel","Business",3437,5,5,5,5,5,4,4,5,5,5,5,5,5,3,58,53,"satisfied"
61122,58420,"Female","Loyal Customer",25,"Business travel","Eco",733,2,5,3,3,2,2,1,2,1,5,3,2,3,2,61,53,"neutral or dissatisfied"
25996,57391,"Male","Loyal Customer",52,"Business travel","Business",2202,2,2,2,2,2,5,5,4,4,4,4,3,4,4,0,0,"satisfied"
26244,35264,"Female","Loyal Customer",53,"Business travel","Business",2248,2,2,2,2,2,4,1,3,3,3,3,1,3,2,0,2,"satisfied"
34108,72163,"Female","Loyal Customer",45,"Business travel","Business",3518,3,3,3,3,4,4,5,5,5,5,5,5,5,5,0,0,"satisfied"
76481,99777,"Male","disloyal Customer",24,"Business travel","Business",584,5,0,5,1,3,5,4,3,5,4,4,3,4,3,13,11,"satisfied"
24757,48999,"Male","disloyal Customer",37,"Business travel","Eco",190,3,0,3,3,5,3,5,5,3,4,4,5,2,5,4,13,"neutral or dissatisfied"
56998,49690,"Female","Loyal Customer",39,"Business travel","Eco",207,5,3,3,3,5,5,5,5,2,1,3,4,2,5,0,0,"satisfied"
19671,7357,"Male","Loyal Customer",15,"Personal Travel","Eco",864,3,5,3,5,1,3,1,1,3,4,4,3,4,1,40,70,"neutral or dissatisfied"
30350,86857,"Male","Loyal Customer",30,"Personal Travel","Eco",692,1,5,1,2,3,1,3,3,3,4,5,5,4,3,0,0,"neutral or dissatisfied"
96910,66649,"Male","Loyal Customer",41,"Business travel","Business",802,3,3,3,3,3,5,4,4,4,4,4,5,4,5,83,92,"satisfied"
77459,109527,"Male","disloyal Customer",35,"Business travel","Eco",834,1,2,2,3,1,2,1,1,1,3,3,1,3,1,40,42,"neutral or dissatisfied"
99642,27249,"Male","Loyal Customer",55,"Personal Travel","Eco Plus",1024,1,4,1,3,5,1,5,5,5,3,4,3,4,5,0,1,"neutral or dissatisfied"
11514,41502,"Male","Loyal Customer",27,"Business travel","Eco",1211,4,4,4,4,4,4,4,4,1,2,5,3,4,4,0,0,"satisfied"
15673,74946,"Female","Loyal Customer",27,"Business travel","Business",2475,4,4,4,4,5,5,5,5,4,4,5,3,4,5,5,0,"satisfied"
70548,85750,"Male","Loyal Customer",42,"Business travel","Business",666,2,2,2,2,3,4,5,4,4,4,4,3,4,5,0,0,"satisfied"
83583,14018,"Male","Loyal Customer",52,"Personal Travel","Eco",182,2,5,0,3,2,0,1,2,5,2,5,3,5,2,67,76,"neutral or dissatisfied"
33685,97473,"Female","Loyal Customer",51,"Business travel","Business",670,4,4,4,4,5,5,4,4,4,5,4,4,4,4,2,7,"satisfied"
93557,29940,"Female","disloyal Customer",58,"Business travel","Eco",261,1,4,1,4,1,1,1,1,4,4,3,1,3,1,18,15,"neutral or dissatisfied"
90884,125396,"Male","Loyal Customer",54,"Business travel","Business",1790,5,5,5,5,2,5,2,2,2,2,2,4,2,3,0,0,"satisfied"
8759,33573,"Male","Loyal Customer",34,"Business travel","Business",399,1,1,1,1,1,2,1,4,4,5,4,3,4,1,0,1,"satisfied"
85240,62514,"Female","Loyal Customer",23,"Business travel","Business",1846,5,5,5,5,3,3,3,3,5,4,4,4,4,3,1,0,"satisfied"
102764,31772,"Female","disloyal Customer",27,"Business travel","Eco",602,3,3,3,3,3,3,3,3,3,2,3,3,3,3,0,15,"neutral or dissatisfied"
20348,34789,"Female","Loyal Customer",64,"Personal Travel","Eco",264,1,1,1,3,5,2,2,2,2,1,2,1,2,4,28,31,"neutral or dissatisfied"
44782,91766,"Female","Loyal Customer",24,"Business travel","Eco",588,1,4,4,4,1,1,4,1,2,3,4,1,4,1,0,0,"neutral or dissatisfied"
73453,120037,"Female","Loyal Customer",39,"Personal Travel","Business",168,2,5,2,3,3,5,4,4,4,2,4,5,4,5,0,0,"neutral or dissatisfied"
92035,27253,"Male","Loyal Customer",39,"Business travel","Business",2448,5,5,5,5,5,4,5,4,4,4,4,4,4,4,0,0,"satisfied"
61175,67930,"Male","Loyal Customer",56,"Personal Travel","Eco",1464,4,4,4,1,4,4,4,4,4,2,5,3,4,4,0,0,"neutral or dissatisfied"
95554,67519,"Female","Loyal Customer",56,"Business travel","Business",2701,5,5,5,5,4,4,5,3,3,4,3,5,3,3,0,0,"satisfied"
86480,129000,"Female","Loyal Customer",60,"Personal Travel","Business",2611,2,4,2,1,2,1,3,2,1,4,4,3,2,3,0,0,"neutral or dissatisfied"
99607,111132,"Female","Loyal Customer",49,"Business travel","Business",1111,5,5,2,5,2,5,5,5,5,5,5,3,5,3,16,0,"satisfied"
47172,18952,"Female","Loyal Customer",62,"Personal Travel","Eco",551,3,2,3,3,3,3,4,1,1,3,1,3,1,4,6,14,"neutral or dissatisfied"
62480,31599,"Female","Loyal Customer",26,"Personal Travel","Eco",602,4,3,4,4,5,4,5,5,3,3,4,2,3,5,0,0,"neutral or dissatisfied"
90432,89463,"Male","Loyal Customer",15,"Personal Travel","Eco",134,1,3,0,4,3,0,3,3,2,2,3,2,3,3,0,0,"neutral or dissatisfied"
71771,103134,"Female","Loyal Customer",51,"Business travel","Business",666,2,2,2,2,4,4,5,5,5,5,5,5,5,3,0,0,"satisfied"
8846,80863,"Female","Loyal Customer",34,"Personal Travel","Eco",692,2,2,2,3,1,2,5,1,2,4,2,4,3,1,0,0,"neutral or dissatisfied"
17944,127709,"Female","Loyal Customer",51,"Business travel","Business",3111,0,0,0,1,3,5,4,2,2,2,2,5,2,4,0,5,"satisfied"
24408,68977,"Male","Loyal Customer",47,"Personal Travel","Eco",700,1,5,1,1,4,1,4,4,5,2,5,5,4,4,0,8,"neutral or dissatisfied"
8796,102081,"Male","Loyal Customer",39,"Business travel","Business",1679,3,3,3,3,4,5,4,4,4,4,4,4,4,5,42,34,"satisfied"
77457,38151,"Female","Loyal Customer",46,"Personal Travel","Eco",1185,2,5,2,2,3,5,1,4,4,2,4,1,4,4,0,3,"neutral or dissatisfied"
81712,91743,"Male","Loyal Customer",45,"Business travel","Business",1908,3,3,3,3,5,5,4,4,4,4,4,5,4,3,0,0,"satisfied"
7598,41528,"Female","Loyal Customer",55,"Business travel","Business",1334,2,2,2,2,3,4,4,2,2,2,2,3,2,2,0,18,"neutral or dissatisfied"
29311,90371,"Female","Loyal Customer",51,"Business travel","Business",270,2,4,4,4,1,4,4,2,2,2,2,3,2,4,0,0,"neutral or dissatisfied"
26154,11394,"Male","Loyal Customer",42,"Business travel","Business",458,3,3,3,3,4,4,5,5,5,5,5,3,5,3,1,8,"satisfied"
47073,75721,"Male","Loyal Customer",41,"Business travel","Business",2488,1,1,1,1,4,5,4,4,4,4,4,3,4,3,0,0,"satisfied"
65661,70933,"Male","Loyal Customer",46,"Business travel","Business",3835,4,4,2,4,5,4,4,4,4,4,4,5,4,4,30,42,"satisfied"
23651,35956,"Female","Loyal Customer",61,"Business travel","Business",231,4,4,5,4,5,5,5,5,2,5,2,5,4,5,172,168,"satisfied"
84304,60635,"Female","Loyal Customer",45,"Business travel","Business",1620,1,1,2,1,3,5,5,5,5,5,5,3,5,5,52,41,"satisfied"
11421,82379,"Female","Loyal Customer",51,"Business travel","Business",500,3,3,3,3,4,5,4,3,3,4,3,4,3,5,24,12,"satisfied"
10721,32533,"Male","disloyal Customer",26,"Business travel","Eco",101,2,4,2,1,3,2,3,3,5,1,3,2,5,3,0,0,"neutral or dissatisfied"
62935,121938,"Male","Loyal Customer",35,"Business travel","Eco",2282,3,4,4,4,3,3,3,3,2,5,4,1,4,3,6,8,"neutral or dissatisfied"
93396,119764,"Male","Loyal Customer",58,"Personal Travel","Eco Plus",1325,3,5,3,3,2,3,2,2,4,5,5,4,4,2,9,24,"neutral or dissatisfied"
30163,112475,"Male","Loyal Customer",70,"Personal Travel","Eco",819,3,0,3,3,4,3,1,4,3,4,5,4,5,4,2,0,"neutral or dissatisfied"
27034,11378,"Female","Loyal Customer",33,"Business travel","Business",2097,0,4,0,1,5,5,5,5,5,5,5,5,5,5,0,0,"satisfied"
6773,78645,"Male","Loyal Customer",7,"Business travel","Eco",2172,4,5,5,5,4,4,1,4,3,1,2,1,3,4,27,7,"neutral or dissatisfied"
59285,56752,"Male","Loyal Customer",59,"Business travel","Business",997,4,4,4,4,4,4,5,4,4,5,4,4,4,4,0,0,"satisfied"
44300,22396,"Female","Loyal Customer",33,"Business travel","Business",1763,5,5,5,5,5,2,2,5,5,5,3,4,5,1,0,0,"satisfied"
92242,60365,"Female","disloyal Customer",34,"Business travel","Business",1452,3,3,3,2,4,3,2,4,3,3,5,4,5,4,5,0,"neutral or dissatisfied"
39583,18315,"Female","disloyal Customer",40,"Business travel","Business",705,4,4,4,5,5,4,5,5,5,5,3,5,2,5,0,9,"neutral or dissatisfied"
10150,75685,"Female","Loyal Customer",42,"Business travel","Business",2135,3,3,5,3,5,5,5,5,5,5,5,5,5,4,0,2,"satisfied"
60748,56308,"Male","Loyal Customer",29,"Personal Travel","Eco",1882,1,2,1,4,5,1,5,5,3,4,3,4,4,5,0,0,"neutral or dissatisfied"
32940,38862,"Female","Loyal Customer",67,"Business travel","Eco",2300,2,3,3,3,2,3,4,2,2,2,2,1,2,1,16,0,"neutral or dissatisfied"
101572,66566,"Male","Loyal Customer",40,"Business travel","Business",3569,2,2,2,2,3,4,4,5,5,5,5,5,5,4,90,92,"satisfied"
36542,73437,"Male","Loyal Customer",70,"Personal Travel","Eco",1197,4,5,4,2,3,4,3,3,3,5,4,3,4,3,0,1,"neutral or dissatisfied"
59538,125353,"Male","Loyal Customer",56,"Business travel","Business",599,3,3,3,3,2,5,5,4,4,4,4,5,4,4,0,0,"satisfied"
85023,62203,"Male","Loyal Customer",16,"Personal Travel","Eco",2454,2,4,1,1,1,1,1,1,5,2,5,4,5,1,7,5,"neutral or dissatisfied"
75698,74263,"Female","disloyal Customer",24,"Business travel","Eco",748,4,4,4,3,1,4,1,1,4,5,5,3,5,1,0,0,"satisfied"
37185,19517,"Male","Loyal Customer",49,"Business travel","Eco Plus",508,3,4,4,4,3,3,3,3,4,4,3,2,4,3,0,0,"neutral or dissatisfied"
67713,12073,"Male","Loyal Customer",65,"Personal Travel","Eco",376,1,5,1,1,5,1,5,5,4,4,5,3,4,5,0,NA,"neutral or dissatisfied"
55489,113985,"Male","Loyal Customer",58,"Business travel","Eco",1728,3,1,1,1,3,3,3,3,4,4,3,3,4,3,10,15,"neutral or dissatisfied"
9909,120057,"Female","Loyal Customer",20,"Personal Travel","Eco",237,1,5,0,2,1,0,4,1,5,2,4,4,5,1,0,0,"neutral or dissatisfied"
100961,3237,"Male","Loyal Customer",42,"Business travel","Business",479,5,5,5,5,4,4,4,4,3,4,4,4,4,4,183,187,"satisfied"
93703,80253,"Female","Loyal Customer",33,"Business travel","Eco Plus",1269,2,5,5,5,2,2,2,2,2,2,4,4,3,2,0,0,"neutral or dissatisfied"
93395,113283,"Female","Loyal Customer",66,"Business travel","Business",2103,4,4,4,4,4,5,5,5,5,5,5,3,5,5,74,NA,"satisfied"
66345,3344,"Female","disloyal Customer",34,"Business travel","Business",315,3,3,3,3,5,3,5,5,5,3,4,3,5,5,0,0,"neutral or dissatisfied"
7369,87894,"Male","Loyal Customer",46,"Business travel","Business",271,1,1,1,1,2,4,5,5,5,5,5,3,5,4,5,0,"satisfied"
42907,119604,"Male","Loyal Customer",66,"Business travel","Business",3218,2,1,1,1,3,3,4,2,2,2,2,3,2,4,0,0,"neutral or dissatisfied"
54396,93969,"Female","disloyal Customer",29,"Business travel","Business",1315,3,3,3,4,1,3,1,1,3,3,4,5,5,1,0,0,"neutral or dissatisfied"
58623,41383,"Female","Loyal Customer",38,"Business travel","Eco",563,3,4,4,4,3,3,3,3,1,2,2,1,3,3,0,0,"neutral or dissatisfied"
21428,85738,"Male","Loyal Customer",39,"Business travel","Business",3874,4,4,4,4,5,5,4,5,5,5,5,3,5,4,0,0,"satisfied"
41115,74619,"Female","Loyal Customer",51,"Business travel","Eco",771,4,5,5,5,1,1,1,4,4,4,4,1,4,4,65,59,"satisfied"
43089,46334,"Male","Loyal Customer",27,"Business travel","Business",692,2,2,2,2,4,4,4,4,1,5,5,5,5,4,5,29,"satisfied"
5359,54785,"Female","Loyal Customer",60,"Business travel","Business",2673,4,4,4,4,5,5,5,4,5,4,5,5,3,5,163,149,"satisfied"
79008,25183,"Female","Loyal Customer",10,"Business travel","Eco",577,3,2,2,2,3,4,4,3,2,3,3,2,3,3,0,6,"neutral or dissatisfied"
21007,56228,"Female","Loyal Customer",52,"Personal Travel","Eco",1608,2,2,2,1,1,1,2,5,5,2,5,4,5,4,0,37,"neutral or dissatisfied"
75043,122118,"Female","Loyal Customer",59,"Business travel","Business",130,0,4,0,2,5,5,5,4,4,4,4,3,4,4,0,0,"satisfied"
57595,42021,"Female","Loyal Customer",45,"Business travel","Eco",241,4,2,4,2,1,1,4,4,4,4,4,1,4,4,0,0,"satisfied"
52431,96363,"Female","Loyal Customer",34,"Business travel","Business",1407,3,3,3,3,3,5,4,3,3,2,3,5,3,4,0,0,"satisfied"
83516,25951,"Female","Loyal Customer",49,"Business travel","Business",1805,3,3,3,3,3,5,4,3,3,3,3,2,3,3,19,0,"satisfied"
80631,53608,"Male","disloyal Customer",50,"Business travel","Eco",769,1,1,1,1,5,1,5,5,5,4,3,3,3,5,43,44,"neutral or dissatisfied"
10878,43878,"Female","Loyal Customer",39,"Business travel","Business",114,1,4,4,4,3,4,3,3,3,3,1,4,3,3,0,43,"neutral or dissatisfied"
51017,25912,"Male","Loyal Customer",9,"Personal Travel","Business",594,4,1,4,2,2,4,2,2,2,5,1,3,1,2,4,0,"satisfied"
96299,31242,"Male","Loyal Customer",50,"Business travel","Business",1755,2,1,1,1,4,2,3,2,2,2,2,3,2,3,0,0,"neutral or dissatisfied"
94467,103917,"Female","Loyal Customer",51,"Business travel","Business",770,1,1,1,1,2,5,5,2,2,3,2,3,2,4,25,24,"satisfied"
28843,80727,"Male","Loyal Customer",42,"Business travel","Business",448,4,4,4,4,5,4,5,5,5,5,5,4,5,3,0,0,"satisfied"
19649,31272,"Male","disloyal Customer",26,"Business travel","Eco",533,1,3,1,3,4,1,4,4,4,4,4,3,4,4,55,56,"neutral or dissatisfied"
83218,1224,"Female","Loyal Customer",51,"Personal Travel","Eco",89,3,5,0,2,2,5,5,2,2,0,2,3,2,4,0,0,"neutral or dissatisfied"
102409,53770,"Male","Loyal Customer",50,"Personal Travel","Eco",1195,1,4,1,3,1,1,2,1,4,4,3,4,4,1,17,10,"neutral or dissatisfied"
3373,114709,"Female","Loyal Customer",46,"Business travel","Business",371,4,4,4,4,3,5,5,2,2,2,2,3,2,3,9,9,"satisfied"
59783,96287,"Female","Loyal Customer",23,"Personal Travel","Eco",546,3,1,3,3,5,3,5,5,3,2,4,1,3,5,8,13,"neutral or dissatisfied"
9452,57971,"Male","Loyal Customer",59,"Business travel","Business",3979,4,4,3,4,4,4,4,5,5,5,5,5,5,3,0,8,"satisfied"
18020,19125,"Female","Loyal Customer",37,"Personal Travel","Eco",265,4,4,4,3,1,4,1,1,5,1,5,5,2,1,26,42,"neutral or dissatisfied"
11373,52461,"Female","Loyal Customer",24,"Business travel","Eco Plus",261,5,5,5,5,5,5,4,5,3,2,3,3,3,5,0,0,"satisfied"
41651,70600,"Male","disloyal Customer",33,"Business travel","Business",2611,4,4,4,2,4,4,4,1,1,2,3,4,2,4,0,0,"neutral or dissatisfied"
44610,127722,"Male","Loyal Customer",41,"Business travel","Business",2231,3,3,3,3,4,4,4,4,4,4,4,5,4,4,0,0,"satisfied"
13892,4857,"Female","disloyal Customer",24,"Business travel","Eco",408,5,4,5,1,4,5,4,4,4,4,2,3,2,4,0,0,"satisfied"
35536,87732,"Male","Loyal Customer",61,"Business travel","Eco",4502,2,3,3,3,2,2,2,1,1,3,2,2,3,2,0,0,"neutral or dissatisfied"
88720,13583,"Male","Loyal Customer",17,"Personal Travel","Eco",106,2,3,0,2,2,0,2,2,2,3,1,4,5,2,0,0,"neutral or dissatisfied"
76419,8600,"Female","Loyal Customer",44,"Business travel","Business",3918,0,4,0,4,4,4,4,1,1,1,1,3,1,5,0,0,"satisfied"
96493,123001,"Female","Loyal Customer",48,"Business travel","Business",631,2,2,2,2,2,4,4,4,4,4,4,3,4,5,12,129,"satisfied"
101976,112922,"Female","Loyal Customer",11,"Personal Travel","Eco",1390,1,4,1,2,4,1,4,4,4,4,3,1,5,4,0,0,"neutral or dissatisfied"
63949,40899,"Female","Loyal Customer",35,"Personal Travel","Eco",501,3,5,3,3,5,3,5,5,3,4,4,5,4,5,0,0,"neutral or dissatisfied"
64137,78846,"Female","Loyal Customer",51,"Business travel","Business",1981,3,3,3,3,3,4,5,5,5,5,5,5,5,3,6,10,"satisfied"
16896,44824,"Male","Loyal Customer",58,"Business travel","Business",3011,2,2,2,2,1,5,3,2,2,2,2,4,2,4,12,20,"satisfied"
52691,115832,"Female","disloyal Customer",36,"Business travel","Eco",308,3,0,3,4,4,3,4,4,1,4,1,3,1,4,0,2,"neutral or dissatisfied"
99798,72840,"Female","Loyal Customer",36,"Personal Travel","Eco",1013,2,3,2,3,3,2,4,3,4,3,3,3,3,3,0,0,"neutral or dissatisfied"
12143,98267,"Male","disloyal Customer",12,"Business travel","Eco",1188,5,4,4,2,5,4,1,5,5,3,4,5,4,5,0,0,"satisfied"
54186,108886,"Male","disloyal Customer",35,"Business travel","Business",1066,2,2,2,2,5,2,5,5,4,2,5,4,4,5,0,0,"neutral or dissatisfied"
76620,96492,"Female","Loyal Customer",17,"Business travel","Business",2963,2,5,5,5,2,2,2,2,2,2,4,2,4,2,69,64,"neutral or dissatisfied"
51948,27210,"Female","Loyal Customer",14,"Personal Travel","Eco",2554,1,5,0,4,4,0,4,4,1,3,3,5,2,4,0,0,"neutral or dissatisfied"
16800,60342,"Female","disloyal Customer",22,"Business travel","Eco",1024,2,2,2,2,3,2,3,3,2,1,3,1,1,3,2,0,"neutral or dissatisfied"
86523,24766,"Male","disloyal Customer",37,"Business travel","Eco",432,2,4,2,2,5,2,5,5,4,3,4,2,4,5,0,15,"neutral or dissatisfied"
24633,67534,"Female","disloyal Customer",23,"Business travel","Eco",1171,3,3,3,3,3,3,3,3,2,2,3,1,4,3,0,0,"neutral or dissatisfied"
62652,28431,"Male","Loyal Customer",40,"Business travel","Business",2496,1,1,1,1,4,4,4,5,2,5,4,4,5,4,0,0,"satisfied"
