"avganncount","avgdeathsperyear","target_deathrate","incidencerate","medincome","popest2015","povertypercent","studypercap","binnedinc","medianage","medianagemale","medianagefemale","geography","percentmarried","pctnohs18_24","pcths18_24","pctsomecol18_24","pctbachdeg18_24","pcths25_over","pctbachdeg25_over","pctemployed16_over","pctunemployed16_over","pctprivatecoverage","pctprivatecoveragealone","pctempprivcoverage","pctpubliccoverage","pctpubliccoveragealone","pctwhite","pctblack","pctasian","pctotherrace","pctmarriedhouseholds","birthrate"
47,22,228.4,506.4,43298,6801,15.7,0,"(42724.4, 45201]",43.7,43,44.7,"Clark County, Missouri",58.5,12.1,30.7,NA,3.9,43.3,9.1,58.7,4.5,66.1,50.2,45.2,33.7,16.1,97.70198005,0.260153201,0.057811823,0,54.81821391,7.955390335
100,40,179.9,481.5,42166,17642,14,0,"(40362.7, 42724.4]",38.6,34.7,42.4,"Cooper County, Missouri",50.6,28.1,38.2,NA,3.7,41.4,13.9,55.8,5.7,72.7,56.1,49.1,31.1,14.4,89.31961576,6.081964418,0.318308418,0.801455124,52.6972873,4.315304948
45,23,194.1,383.9,37173,7595,18.5,0,"(34218.1, 37413.8]",47.1,45.5,48.6,"Dade County, Missouri",54.7,15,31.8,NA,7.4,41.3,9,52.9,7.9,54.2,39.3,33.5,43.1,25,95.55001313,0.485691783,0.144394854,0.380677343,51.64319249,3.627311522
95,40,179.1,435.4,34987,16393,21.7,0,"(34218.1, 37413.8]",43,41.8,43.8,"Dallas County, Missouri",56.9,23.6,42.6,27.8,6,41.9,9.8,45.5,13.2,50.8,37.5,32.1,39.6,23.1,95.53248008,0.078483458,0.078483458,0.688239556,57.53358925,9.043326548
47,23,206.3,433.7,41610,8253,16.8,0,"(40362.7, 42724.4]",40.5,40.4,40.8,"Daviess County, Missouri",58.1,42.1,28.5,NA,1.1,40.5,11.4,53.7,5.7,58.8,40.3,32.8,34.7,15.7,97.42660384,0.894043736,0.060408361,0.132898393,59.99343617,7.483794932
47,19,123.4,319.3,42174,12687,18.6,0,"(40362.7, 42724.4]",40.1,38,44.5,"DeKalb County, Missouri",43.9,20.1,49.7,NA,6.9,48.9,9,39.2,6.8,70.3,53.2,44,36.5,17.4,85.50305117,9.724612737,0.234705054,0.430292599,54.87220447,2.755102041
90,45,200.1,424.4,34411,15593,21.6,0,"(34218.1, 37413.8]",43.4,42.1,44.6,"Dent County, Missouri",51.8,34.1,31.4,NA,1.3,39.2,8.4,47.5,9.2,50.3,35.3,28.5,44.7,25.3,96.47066359,0.397130413,0.614911606,0.070458622,51.46959459,6.869058571
64,35,166.5,317.9,31805,13373,23,0,"[22640, 34218.1]",47.3,46.2,47.8,"Douglas County, Missouri",58.6,20.6,45.8,NA,2.3,42.4,5.8,44.6,9,53.1,37.3,31.6,43.7,25.3,98.37969814,0.059189109,0.022195916,0.651080201,57.15368581,6.128904705
168,93,230,424.9,31486,30895,29.8,0,"[22640, 34218.1]",39.8,37.4,41.7,"Dunklin County, Missouri",47.4,28.4,38.8,NA,3.6,38.6,6.9,47.8,8.1,49.3,35.6,31,46.8,28.1,85.71383309,9.7617388,0.41505608,1.872504911,43.16723441,6.176009129
550,210,180,475.2,51978,102426,11.8,439.3415734,"(51046.4, 54545.6]",40.2,38.9,41.5,"Franklin County, Missouri",56.7,16.1,33.6,44.5,5.8,34.3,11.7,60.3,7.2,71.6,59.6,53.3,28.6,16.5,96.25054013,1.034096712,0.497898417,0.617708292,54.77389453,5.593582421
1962.667684,13,197.8,453.5494221,60279,7733,10.9,0,"(54545.6, 61494.5]",32.8,32.4,33.2,"Grant County, Kansas",62.5,37.8,33,NA,0,28.9,14,64.7,7.3,62.3,53.1,40.6,25.6,17.9,75.42221085,0.012794268,0,22.1468782,64.2777983,5.375139978
1962.667684,9,150.7,453.5494221,58543,6133,8.3,0,"(54545.6, 61494.5]",36.1,36.8,35,"Gray County, Kansas",64.8,33.5,25.6,NA,4.5,25.6,14.3,70.8,2.9,76.1,NA,48.4,22.1,11.4,98.35119538,0,0.131904369,1.071723001,64.88372093,6.199261993
1962.667684,3,156.9,453.5494221,52795,1330,10.8,0,"(51046.4, 54545.6]",49.4,48.7,49.9,"Greeley County, Kansas",66.6,4.8,0,NA,40.3,30.3,20.4,60.5,2.1,81.9,60.5,42.7,28.8,10.5,87.17320261,0.89869281,0.326797386,8.905228758,64.68172485,5.687203791
1962.667684,5,164.2,453.5494221,47709,2474,12.8,0,"(45201, 48021.6]",38,35.8,39.1,"Hamilton County, Kansas",61.8,25.1,38.7,NA,8.4,34.8,11.1,67.4,2.3,58.9,NA,35.7,31.1,17.6,87.97370456,2.088167053,0,7.73395205,57.01402806,6.605504587
1962.667684,79,162.2,453.5494221,55074,35073,12.8,1881.789411,"(54545.6, 61494.5]",38.6,37.7,39.3,"Harvey County, Kansas",58.4,13,23.7,NA,11.5,29.6,17.3,60.8,4.4,75.1,59.4,51.2,29.9,14.4,92.91517152,1.636285345,0.680350222,1.805655232,57.58044327,5.858531317
1962.667684,31,178.7,453.5494221,53796,13338,10.3,0,"(51046.4, 54545.6]",40.8,39.4,42.5,"Jackson County, Kansas",61.4,23.4,30.5,NA,7.8,40.6,12.5,62.8,4.4,77.7,59.9,52.6,31,13,87.61940299,0.671641791,0.485074627,0.044776119,58.75781102,5.896980462
1962.667684,42,173,453.5494221,56927,18930,9.4,0,"(54545.6, 61494.5]",43.5,42.6,44.6,"Jefferson County, Kansas",61.7,16,37.6,NA,4.7,40.7,12.7,62,6.9,77.6,60.4,54.2,29.1,11.9,95.68737433,0.476240872,0.021166261,0.132289131,60.9652612,5.155718398
1962.667684,11,165.8,453.5494221,44101,2970,13.5,0,"(42724.4, 45201]",52.1,50.7,52.8,"Jewell County, Kansas",63.5,6.3,24.6,44,25.1,39.4,11.3,58.3,2.5,74.8,46.6,31.9,41.5,15.8,97.13627386,0.065832785,0.592495063,0.493745885,54.78018144,6.681034483
1962.667684,796,146.8,453.5494221,76104,580159,6.6,449.8766717,"(61494.5, 125635]",36.8,35.6,38.1,"Johnson County, Kansas",56.8,11.5,25,NA,17.1,15.2,33.6,69.2,4.5,84,NA,63,18.9,8,86.91210873,4.488774095,4.460193291,0.918290656,55.46135117,5.529393013
1962.667684,9,209.6,453.5494221,53484,3956,12.2,0,"(51046.4, 54545.6]",34.8,30.6,39.3,"Kearny County, Kansas",63,30,16.6,NA,3.5,23.4,10.5,66.3,1.8,77.5,67.1,54.8,21.4,11.1,83.65384615,0.860323887,0.278340081,10.95647773,64.97461929,5.231143552
1962.667684,6,141.4,453.5494221,46318,2564,12.8,0,"(45201, 48021.6]",41.7,41.3,42.4,"Kiowa County, Kansas",60,8.5,15,NA,6.5,26.9,17.9,NA,4,73.1,NA,43.7,34.5,13.3,95.46529968,0.867507886,0.670347003,0.512618297,56.00375235,3.783783784
1962.667684,31,219.4,453.5494221,44520,9536,14.8,0,"(42724.4, 45201]",43.7,44.3,42.9,"Linn County, Kansas",61.7,20.6,34.7,NA,0.9,37.2,10.5,52.1,8.3,75,49.8,44.8,32.3,13.7,96.30562552,0.692695214,0.346347607,0.15743073,54.47154472,7.603801901
1962.667684,65,182.9,453.5494221,43038,33339,18,449.923513,"(42724.4, 45201]",32.5,32.5,32.4,"Lyon County, Kansas",46,9.3,23.6,NA,7.7,33.4,16.6,62.7,7.2,67.3,55.2,46.4,29.5,16.5,88.18659973,2.537206383,2.041121272,3.057199211,44.49216395,7.999080565
1962.667684,70,161.2,453.5494221,57878,28941,8.8,1209.356968,"(54545.6, 61494.5]",42,40.2,43.6,"McPherson County, Kansas",58.9,15.9,21.6,NA,11.3,29.1,19.3,66,3.1,80.7,NA,56,27.8,10.9,94.78326268,1.046082319,0.680295364,0.994803774,56.52616402,6.078625702
1962.667684,30,143.8,453.5494221,47723,12103,11.9,247.8724283,"(45201, 48021.6]",45,43.7,46,"Marion County, Kansas",57.9,15.2,20.9,55.8,8.1,36.4,14.7,58.4,5,74.9,56.5,49.1,33.4,15.3,95.76891782,0.81366965,0.18714402,0.170870627,57.88269551,6.021594684
1962.667684,11,176.2,453.5494221,53903,4330,11.7,0,"(51046.4, 54545.6]",39.8,36.5,42.4,"Meade County, Kansas",61.7,28.1,44.5,NA,1.2,31.1,16.4,NA,2.8,76.1,NA,49.8,27.2,11.2,88.31850331,0.844170659,1.049509468,8.167921515,61.09799292,12.21973094
1962.667684,56,150.2,453.5494221,63924,32553,9.5,0,"(61494.5, 125635]",40.4,39.5,41.4,"Miami County, Kansas",59.3,14.5,36.6,NA,5.3,32.5,16.5,63.4,5.6,81.1,61.6,56,24.5,9.5,95.58247675,1.336882036,0.379344102,0.217205091,56.81528662,6.683134349
1962.667684,16,151.3,453.5494221,48645,6282,11.2,0,"(48021.6, 51046.4]",44.4,40.8,48,"Mitchell County, Kansas",59.8,16.5,40.7,NA,4.2,34,18,60.5,2.6,79.5,59.8,47.3,27.6,11.3,97.87166455,0.381194409,0.698856417,0.142947903,55.30331224,2.550091075
1962.667684,99,208.4,453.5494221,42221,33314,18,1921.114246,"(40362.7, 42724.4]",39.4,37,41.9,"Montgomery County, Kansas",50.3,17.3,31.6,NA,3.9,32.1,11.2,53.8,8.7,64.2,48.2,42.8,36.8,19.2,85.46395975,5.116428739,0.91855839,0.435876433,47.39858578,6.411140218
1962.667684,7,165.4,453.5494221,55378,3007,11.1,0,"(54545.6, 61494.5]",41.6,38.3,46.3,"Morton County, Kansas",54.2,21.1,51,21.7,6.2,32.5,10.6,57.1,5.8,70.9,56.8,49.6,30.1,15.2,85.83386993,0.933676755,0.160978751,7.244043786,52.56518082,3.29153605
1962.667684,42,183.5,453.5494221,41527,16346,17.7,4098.862107,"(40362.7, 42724.4]",40,39.7,40.6,"Neosho County, Kansas",53.1,9.4,20.7,NA,4.7,33.6,12.1,60.9,4.7,67.8,53,46.2,35,18.6,94.60512696,1.169092127,0.194848688,0.444498569,52.01918614,8.276059565
1962.667684,7,128.7,453.5494221,51923,3005,10,0,"(51046.4, 54545.6]",49.2,46,51.9,"Ness County, Kansas",62.5,31.1,27.4,NA,17.8,35.9,15.5,60.9,2.7,77.2,NA,42.6,35.5,14.1,96.880078,0.519987,0,1.527461813,57.1945047,9.725158562
1962.667684,12,166.2,453.5494221,38848,3683,12.9,0,"(37413.8, 40362.7]",48.5,46.5,49.7,"Osborne County, Kansas",59.6,18,22,NA,15.6,36.3,15.1,61.1,4,74.6,NA,38.9,34.8,13.6,97.67318879,0.396615547,1.05764146,0.105764146,50.90702948,4.141104294
1962.667684,13,151.2,453.5494221,52744,5975,10.4,0,"(51046.4, 54545.6]",42.2,39.5,45.4,"Ottawa County, Kansas",63.8,17.1,36.5,NA,7.3,32.9,15.2,63.2,5.3,77.8,60.6,50.8,27.9,11.3,96.80886243,0.297619048,0,0.413359788,58.52386683,1.470588235
1962.667684,36,153.9,453.5494221,65373,23298,10,0,"(61494.5, 125635]",34.7,34.7,34.6,"Pottawatomie County, Kansas",62.3,9.2,35,NA,6.5,31.2,21.2,64.8,3.7,80.4,66,52.1,23.8,10.7,94.08618785,1.290607735,0.901657459,0.685082873,62.60986328,8.095893103
1962.667684,25,177.9,453.5494221,54701,9691,10.3,6810.442679,"(54545.6, 61494.5]",39.1,35,42.6,"Pratt County, Kansas",55.5,11.9,37.3,NA,3.9,26.5,18,59.9,5.6,71.8,56.1,47,32.1,15.7,95.03029058,0.718759626,0.010267995,0.605811685,52.7421835,5.278450363
1962.667684,9,177.8,453.5494221,44932,2506,11.8,0,"(42724.4, 45201]",50.9,48.7,52.4,"Rawlins County, Kansas",61.7,29.1,28.5,NA,2.5,30.8,18.6,58.2,2.3,77.6,53.6,40.8,35.1,12.4,97.40667976,0.353634578,0.117878193,0.47151277,53.38283828,10.28708134
1962.667684,152,172.6,453.5494221,46533,63718,15.8,125.5532189,"(45201, 48021.6]",39.5,37.6,42.3,"Reno County, Kansas",53.3,20.2,32.7,NA,2.4,28.6,13.8,58.2,5.7,69.7,52.8,46.3,32.5,15,91.3968591,2.980111774,0.565112866,1.676605576,52.29310276,5.263956311
1962.667684,15,154.1,453.5494221,42381,4725,12.7,0,"(40362.7, 42724.4]",50.9,50,51.7,"Republic County, Kansas",57.4,20.2,23.6,43.4,12.7,35.1,13.4,61.8,3.8,74.7,51.6,42,36.9,15.4,97.66957969,0.145651269,0.582605077,0,48.87912088,7.552083333
1962.667684,24,173.6,453.5494221,49152,9977,14.7,0,"(48021.6, 51046.4]",37.9,35.3,41.9,"Rice County, Kansas",56.4,20.5,22.2,NA,4.6,30.5,14,61.9,5.5,70.1,54.3,47.4,30.5,15,90.37347713,1.807469543,0.489314959,4.054323946,55.39809327,5.697730565
1962.667684,13,164.7,453.5494221,48383,5174,12,0,"(48021.6, 51046.4]",43.9,43.2,45.3,"Rooks County, Kansas",57.4,12.6,42.1,NA,12.6,36.8,14.1,63.2,4.1,71.5,51.4,40.8,35.5,15.9,96.81835712,0.23139221,0.578480524,0.55919784,51.17860381,5.273833671
1962.667684,8,114.3,453.5494221,43083,3130,12.1,0,"(42724.4, 45201]",48.8,48.1,49.8,"Rush County, Kansas",56.8,22,20.6,43,14.5,33,12.8,59.7,5.6,75.2,55.1,45.4,33.5,13.6,98.14698492,0,0,0.06281407,49.39434724,10.75837743
1962.667684,11,160.5,453.5494221,56032,4964,8.3,0,"(54545.6, 61494.5]",42,40.7,43.4,"Scott County, Kansas",65.3,21,18.3,48.3,12.3,33.4,15.7,67.5,5.8,84.1,67.1,50.8,24.7,6.3,95.23133117,0,1.055194805,2.820616883,56.83060109,6.629834254
1962.667684,29,164.4,453.5494221,47381,23152,15.7,2850.725639,"(45201, 48021.6]",29.4,29.2,29.6,"Seward County, Kansas",47.7,25.7,23.7,NA,2.7,24.8,8.5,66.2,9,61.5,53.1,49,26,17.2,59.37956518,3.746670104,2.947495059,29.93039443,46.64438503,6.872294372
1962.667684,374,171.6,453.5494221,52795,178725,15,274.1642188,"(51046.4, 54545.6]",38.8,37.4,40.1,"Shawnee County, Kansas",49.5,15.8,31.4,NA,7.5,31.1,18.7,60.2,6.8,71.7,54.4,48.5,31.9,14.5,82.79565081,7.873954092,1.136516175,1.924023446,46.64695662,5.852417303
1962.667684,7,143.1,453.5494221,52300,2512,10.9,0,"(51046.4, 54545.6]",45.7,43.1,48.3,"Sheridan County, Kansas",64.1,6.7,18.7,NA,8.2,33.8,15.9,65.1,1.2,73.4,49.7,31.6,37.6,16.1,97.90596602,0.07902015,0,0.1580403,56.66372462,7.382550336
1962.667684,13,157.6,453.5494221,41303,3704,13.5,0,"(40362.7, 42724.4]",50.7,50.3,50.9,"Smith County, Kansas",60.7,10,37.2,NA,4.8,35.3,13,59.4,3.2,76,49.8,31.2,39.1,15.4,97.48663102,0.427807487,0.160427807,0.053475936,56.26874625,8.463949843
1962.667684,9,126,453.5494221,45945,4236,14.1,0,"(45201, 48021.6]",43.7,42.3,45.2,"Stafford County, Kansas",63.1,25.3,21.7,NA,10.7,28.7,17,62.1,2.6,64.7,47.7,38.9,36.8,19.8,95.5787037,0.972222222,0.439814815,1.574074074,59.25306577,6.165919283
1962.667684,10,148.2,453.5494221,59773,5806,9.7,0,"(54545.6, 61494.5]",34.9,34.3,37,"Stevens County, Kansas",68,38.7,29,NA,14.8,35.6,12.7,64.4,3,69.7,NA,45.1,25.2,11.8,84.85793486,0.554400554,0.277200277,12.21413721,71.40009965,4.250386399
1962.667684,53,170.1,453.5494221,52476,23535,13.3,2846.823879,"(51046.4, 54545.6]",40.8,39.4,41.7,"Sumner County, Kansas",56.3,20.4,31.1,NA,5,35.9,14.1,58.2,7,72.7,56.5,50.5,30.8,14.5,94.37769693,0.89263051,0.224215247,0.723411456,55.02144979,6.593633733
1962.667684,9,177.9,453.5494221,46859,2927,9.9,0,"(45201, 48021.6]",49.1,48.8,49.4,"Trego County, Kansas",66,3.4,26.3,NA,14.8,33.2,18.5,69.6,1,83.3,61.3,47.2,26.8,6.1,95.62860047,0.304981362,0.406641816,0.711623179,59.37019969,4.642857143
1962.667684,14,150.3,453.5494221,59160,6951,9.6,0,"(54545.6, 61494.5]",42.1,41.9,43,"Wabaunsee County, Kansas",61.2,10.8,40.7,45.4,3.1,38.9,16.1,60.9,6.2,80.9,63.5,55.2,25.7,9.3,96.39845648,0.22866943,0.242961269,0.171502072,60.19490255,4.111600587
1962.667684,18,172.4,453.5494221,43264,5598,10.8,0,"(42724.4, 45201]",46.3,44.1,48.4,"Washington County, Kansas",62.5,14.8,19.9,NA,20.4,38,13.2,64.5,3.1,74.4,NA,44.7,33.9,13.7,97.22124516,0.756243405,0.175870559,0.281392895,57.33005733,5.961538462
1962.667684,6,177.6,453.5494221,53447,2157,11.5,0,"(51046.4, 54545.6]",35.7,34.5,40.5,"Wichita County, Kansas",60.6,36.9,20.6,NA,16.3,29.6,12.5,67.4,3.1,71.7,46.4,32.8,33.2,12.9,94.32849365,0,0.317604356,2.903811252,57.49039693,7.061503417
1962.667684,23,171.1,453.5494221,39764,8856,16.7,0,"(37413.8, 40362.7]",43.8,42.1,46.1,"Wilson County, Kansas",53.2,20,34.4,NA,9,36.8,9.9,56.2,6.5,60.1,43.4,37.3,40,21.3,94.62531729,0.154508332,0.629069639,0.684251186,49.88060494,6.210826211
1962.667684,326,221.8,453.5494221,37087,163369,24.4,214.2389315,"(34218.1, 37413.8]",33.3,32.4,34.2,"Wyandotte County, Kansas",41.7,24.7,33.7,NA,6.8,32.9,10.7,58.7,11.2,51.4,40.6,36.8,35.3,23.6,61.71100581,24.28018855,3.453229357,6.453117421,38.97061322,6.377617291
106,46,200.2,469.7,31558,19027,26.3,0,"[22640, 34218.1]",41,39.1,42.5,"Adair County, Kentucky",50.9,9.5,25.6,60.2,4.7,36.3,9.3,49.8,7.7,56.1,43,34.2,40.9,23.8,95.05622746,2.800763845,0.339486527,0.408444727,53.07888763,4.546508931
119,47,202.2,513.5,54331,21979,11.3,0,"(51046.4, 54545.6]",39.9,38.5,40.7,"Anderson County, Kentucky",57.2,15.4,36.6,44.4,3.5,38.8,11.4,62.4,6.9,77,61.6,55.4,28.3,12.9,95.61601029,2.329856165,0.569826754,0.289508754,56.35803931,5.4001554
258,102,192,502.2,37666,43570,19.5,183.6125775,"(37413.8, 40362.7]",40.4,39,42,"Barren County, Kentucky",55.8,20.7,39.6,NA,4.7,41.5,9,54.8,7.6,60.6,46.8,41.3,39,22.7,93.12987769,4.209668026,0.533488643,0.465928946,53.03021379,5.4866708
332,130,198.2,525,40224,48325,23.1,269.0118986,"(37413.8, 40362.7]",41.9,40.5,43.4,"Boyd County, Kentucky",51.7,22.2,32.7,NA,3.6,35.9,10.3,46.3,10.5,61.7,43.3,40.2,42.4,23,94.74415847,2.727068299,0.400678701,0.130833861,50.45658567,4.636200208
176,68,179.1,492.9,41538,29809,17.5,0,"(40362.7, 42724.4]",41,38.8,42.8,"Boyle County, Kentucky",48.3,10.8,32.1,NA,5.1,35,11.8,50.9,7.1,65.3,49.8,43,38.4,21.7,88.98530012,6.921192323,0.809854362,0.330066694,50.06790403,4.910307084
87,38,232.3,522.1,28647,13484,33,0,"[22640, 34218.1]",40.7,39.4,42.9,"Breathitt County, Kentucky",48.7,19.9,39.5,NA,1.1,34.3,5.1,38.1,12.4,37.7,NA,25.3,58.1,40.6,97.65285851,0.485615481,0.434110809,0.014715621,44.95813615,6.230133503
126,51,199.5,490,41547,20018,19.2,249.7752023,"(40362.7, 42724.4]",42.5,41.1,43.8,"Breckinridge County, Kentucky",56,23.1,41.3,NA,3,44,5.1,48.2,11.5,62.3,NA,39,39.8,21.1,95.55854643,2.322915109,0.119635113,0.383829321,58.83239688,7.765151515
407,126,174,536.2,54924,78702,12.3,216.0046759,"(54545.6, 61494.5]",39.3,38.5,39.7,"Bullitt County, Kentucky",53.7,10.7,45.7,NA,5.9,40.8,9.2,NA,7.6,77,62,57.3,29,13.8,96.52811164,0.479463624,0.523641845,0.465170671,56.06891428,4.763673015
92,40,224.7,525,42640,12681,18.2,0,"(40362.7, 42724.4]",42.6,42.3,42.9,"Caldwell County, Kentucky",55.2,7.7,60.2,NA,5.8,44.9,7.7,52.4,8.7,60.5,45.6,41.6,42.1,24.2,92.65554343,5.824107282,0.046779978,0,50.10391083,7.912885662
507,194,198.6,518.7,52349,92066,13.2,65.17063846,"(51046.4, 54545.6]",37.3,35.9,38.5,"Campbell County, Kentucky",47.2,9.4,28.7,49.2,12.7,31,18.2,62.4,6.8,72.4,56.4,50.1,28.3,14.9,93.6386991,3.211806505,0.812243782,0.637332605,46.76269132,4.943288381
37,16,213.4,534.8,40701,4874,17,0,"(40362.7, 42724.4]",42.3,41.5,43.1,"Carlisle County, Kentucky",58.4,15,36.5,NA,1.9,38.2,7.9,52.4,6.8,55.9,41.8,35.1,43.2,26.7,96.56902087,1.565008026,0.080256822,0.060192616,54.58960661,5.540166205
60,26,217.3,503.6,43615,10699,20.4,0,"(42724.4, 45201]",36.9,35.3,38.8,"Carroll County, Kentucky",45.9,18.5,60.8,NA,4.7,44,6.3,51,13.2,54.9,43.9,42.3,39.3,25.2,92.73314866,2.576177285,0.073868883,2.336103416,45.73721163,5.617495712
176,76,232.1,541.3,34991,27158,23.9,0,"(34218.1, 37413.8]",40.1,38.9,41.2,"Carter County, Kentucky",51.9,14.4,33.3,47.3,5,41.4,7.9,45.5,11.1,54.3,42,38.1,41.7,26,97.95798873,0.819732123,0.135402181,0.073190368,52.61752646,4.045610747
103,52,254.3,501.8,29344,15808,30.6,0,"[22640, 34218.1]",42.1,40.8,43.3,"Casey County, Kentucky",58.7,17.9,25.2,56.2,0.7,37.4,5.1,46.6,9,48.3,38.2,31.6,44.4,28.9,97.19192679,0.796038611,0.250720822,0.300864987,55.74874687,5.148741419
131,59,266.2,572.1,25215,21013,38.2,0,"[22640, 34218.1]",39.1,37.1,41.4,"Clay County, Kentucky",48.2,30.4,35.1,NA,3.7,36.9,5.3,31.6,15.9,39.7,NA,26.4,57.3,41.9,93.37558685,3.915492958,0.056338028,0.643192488,47.61904762,7.638737758
58,29,202.4,405.4,39184,11954,20.9,0,"(37413.8, 40362.7]",37.6,35.8,39.2,"Prowers County, Colorado",54.6,15.6,13.1,NA,5.9,27.8,9.6,58.6,9.7,57.1,NA,38.1,38.6,25.4,95.1777687,0.662035145,0.441356763,1.536575398,51.35914333,6.036139946
832,322,160,436,41382,163591,19,434.0092059,"(40362.7, 42724.4]",38.8,37.6,40.4,"Pueblo County, Colorado",46.7,20.1,29.2,NA,6.6,29,13.7,51.1,10.8,58.4,42,36.8,45.5,27.1,78.76225088,2.238745906,0.763996805,10.99870603,44.75893652,5.466762526
22,5,97.9,358.5,59603,7879,9.9,0,"(54545.6, 61494.5]",40.7,40.5,41,"San Miguel County, Colorado",45.7,7.8,25.2,NA,30.4,18,39.7,70.6,5.8,73.4,63.5,39.3,21.7,12.6,95.90932777,0.234497134,1.341844711,0.677436165,40.63444109,4.135338346
15,6,133.8,364,44562,2399,13.9,0,"(42724.4, 45201]",49.8,49.4,49.9,"Sedgwick County, Colorado",50.9,27.1,25.4,NA,1.7,35.1,14.7,52.8,6.4,60.2,41.3,31.4,45.7,22.7,91.71247357,1.226215645,1.226215645,1.691331924,49.00105152,5.925925926
26,9,118.4,381.7,45784,4864,11.4,0,"(45201, 48021.6]",44.4,41.8,45.6,"Washington County, Colorado",60.9,22.7,41.4,NA,2.6,35.1,12.6,56.2,5.1,67.2,51.8,39.7,37,19.4,96.0375391,0.583941606,0.458811262,1.147028154,58.32908813,6.155507559
883,329,150.7,389.5,61501,285174,10.5,171.8249209,"(61494.5, 125635]",406.8,33.3,34.4,"Weld County, Colorado",55,14.4,30.9,48.6,6.1,27,17.8,63.1,6.6,69.9,58.6,51,27.3,16.3,87.205294,1.069947001,1.347121957,6.675081565,57.01953465,6.80980854
54,24,184.3,427.2,46838,10146,14,0,"(45201, 48021.6]",36,36.5,35.9,"Yuma County, Colorado",55.2,20.8,29.1,NA,4.4,31.7,14.7,62.7,2.5,61.6,NA,36,35.9,21.3,94.14825724,1.197839961,0.108001964,2.405498282,50.6080207,4.737575476
5047,1524,142,489,85336,948053,9,146.6162757,"(61494.5, 125635]",39.7,38.1,41.1,"Fairfield County, Connecticut",50.8,14.8,27.7,NA,17.4,22.6,25.7,62.4,9,71.9,59.9,52.7,27.3,15.7,73.91591125,11.24307567,5.042431618,6.946614992,53.23821488,4.646681703
5129,1741,157.5,486.8,65809,895841,12.2,222.1376338,"(61494.5, 125635]",40.1,38.2,41.7,"Hartford County, Connecticut",46.8,14,26.6,NA,14.2,27.1,20.5,60.7,9.3,71.3,58.1,53.3,33.4,19.5,72.63181718,13.39795282,4.791051382,5.702146067,46.28481184,5.248472648
1190,389,151.2,480.9,73413,183603,7.7,92.59107967,"(61494.5, 125635]",46,44.8,47.1,"Litchfield County, Connecticut",53.8,11.7,33.4,NA,13.7,29.3,19.5,63.8,7.1,75.8,NA,54.2,30.7,15.5,93.51382686,1.517412401,1.808871522,1.281776022,53.68635766,3.812301967
1021,339,154.9,488.8,76365,164063,7.9,115.8091709,"(61494.5, 125635]",44.2,43.1,45.5,"Middlesex County, Connecticut",52.2,9.2,31,NA,11.7,26.8,22.2,64.2,6,80.1,65.4,59.3,27.2,12.7,88.98798172,5.07553053,2.759664578,0.931190022,52.46457038,4.041212898
5021,1788,169,500.1,60387,859470,13,250.1541648,"(54545.6, 61494.5]",39.8,38.1,41.1,"New Haven County, Connecticut",44.7,12.6,29.9,44,13.5,30.2,18.4,59.9,9.5,69.1,56.4,50.8,34.3,20.6,75.01240977,12.84109466,3.895391453,5.554589063,45.04306379,4.240824844
1573,534,162.6,490.4,65813,271863,11.1,367.8323273,"(61494.5, 125635]",40.7,38.7,42.5,"New London County, Connecticut",48.7,8.7,37.2,NA,10.8,31.2,17.7,59.5,8.3,74.1,NA,49.9,33.7,17.5,81.46860186,5.61707268,4.157622124,3.186119296,48.23231138,4.578351666
754,239,152.3,471.5,78653,151420,7.5,6.604147405,"(61494.5, 125635]",38.1,36.5,39.6,"Tolland County, Connecticut",46.8,5.1,21.1,NA,8.3,27.4,21.4,63.1,6.8,81.8,68.9,63.2,24.6,11.8,89.16273988,3.127385685,3.936215021,1.368889357,53.2505921,2.555885972
176,74,200.3,488,34425,26777,23.9,0,"(34218.1, 37413.8]",42.2,41.5,43.3,"Geneva County, Alabama",52.3,24.7,39.1,NA,3.6,37.1,9.3,48.3,11.2,56.1,40,33.9,42.7,24.4,86.50009323,8.901734104,1.226925228,1.129964572,50.18597731,5.630397237
940,347,190.7,527.2,54271,173533,14.1,11.52518541,"(51046.4, 54545.6]",37,35.1,38.4,"Kent County, Delaware",48.8,15.5,25.9,51,7.6,33.5,14.1,56.5,8.4,69.2,49.6,42.1,38.7,20.5,67.20882077,24.31198343,2.091334383,1.491956179,50.31450694,6.068779501
1031,426,182.4,447.8,44325,259964,21.6,115.4005939,"(42724.4, 45201]",30.8,29.9,31.8,"Alachua County, Florida",37.7,5.5,13.7,NA,14.7,21.5,21.5,54.6,7.9,71.3,NA,47.3,25.2,13.2,69.8660205,19.89630947,5.656562478,0.946825166,38.96880138,3.204859373
131,56,206.1,475.3,47121,27420,19.6,0,"(45201, 48021.6]",36.6,35.5,38,"Baker County, Florida",47.9,17.9,51.7,NA,7.6,43.8,7.5,48.2,8.9,64.3,52.1,46.1,32.6,19.4,83.46784596,14.51262207,0.597014925,0.814446287,56.27056673,5.915444937
3721,1571,181.2,464.8,47973,568088,14.5,51.04842912,"(45201, 48021.6]",46.6,45.1,47.9,"Brevard County, Florida",48.6,15.3,29.9,NA,7.9,28.8,16.9,49.6,10.9,64.2,45.5,38,38.1,18.3,83.0508444,10.28087523,2.307840987,1.237736885,47.33045769,4.967904974
